,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value
0,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Sweet Potatoes,Main,2003,5,2003,9,none,area,213.84
1,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Maize,Main,1986,5,1986,9,none,area,807.0
2,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Maize,Main,1986,5,1986,9,none,production,362.0
3,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Maize,Main,1986,5,1986,9,none,yield,0.4485749690210657
4,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Maize,Main,2003,5,2003,9,none,area,231.255
5,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Maize,Main,2004,5,2004,9,none,area,836.0
6,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Groundnuts (In Shell),Main,1986,5,1986,9,none,area,578.0
7,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Groundnuts (In Shell),Main,1986,5,1986,9,none,production,226.0
8,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Groundnuts (In Shell),Main,1986,5,1986,9,none,yield,0.39100346020761245
9,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Groundnuts (In Shell),Main,2003,5,2003,9,none,area,522.45
10,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Groundnuts (In Shell),Main,2004,5,2004,9,none,area,1563.0
11,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Cassava,Main,2003,5,2003,9,none,area,768.69
12,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Cassava,Main,2004,5,2004,9,none,area,3990.0
13,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Rice,Main,1986,5,1986,9,none,area,26345.0
14,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Rice,Main,1986,5,1986,9,none,production,40379.0
15,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Rice,Main,1986,5,1986,9,none,yield,1.5327007022205352
16,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Rice,Main,2002,5,2002,9,none,area,25159.005
17,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Rice,Main,2004,5,2004,9,none,area,16710.0
18,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Potato,Main,2004,5,2004,9,none,area,14002.0
19,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Millet,Main,2003,5,2003,9,none,area,107.325
20,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Banana,Main,2003,5,2003,9,none,area,5678.1
21,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Cashew (unshelled),Main,2003,5,2003,9,none,area,3199.5
22,SL1960A20101,Sierra Leone,SL,Eastern,Kailahun,Kailahun,Sesame Seed,Main,2015,5,2015,9,none,production,482.79
