,country,source_organization,source_document,geographic_unit_full_name,geographic_unit_name,fnid,admin_0,admin_1,admin_2,admin_3,admin_4,population_group,crop_production_system,start_date,period_date,season_name,season_type,season_date,season_year,planting_start_date,planting_end_date,harvest_start_date,harvest_end_date,vegetative_start_date,vegetative_end_date,reproductive_start_date,reproductive_end_date,document_type,preference_rating,indicator_group,indicator,status,value,population,value_per_capita,product,country_code,locality_name,unit,unit_name,cpcv2,cpcv2_description,geographic_group,fewsnet_region,id,datacollectionperiod,datacollection,datasourcedocument,datasourceorganization,indicator_abbreviation,locality,geographic_unit,season,dataseries,dataseries_name,specialization_type,dataseries_specialization_type,data_usage_policy,created,modified,status_changed,collection_status,collection_status_changed,collection_schedule,collection_date,publication_name,submitted_by
0,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1997-12-01,1997-12-31,Main harvest,Harvest,1997-08-01,Main harvest 1997,,,,,,,,,Final Government Crop Production,,Crop Production,Area Harvested,Not Collected,,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854200,60648,68095,1636,617,crop:harvested,12669,46127,92,920955,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:harvested: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1997-12-31,"FEWS Agman Archive, Liberia",
1,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1996-12-01,1996-12-31,Main harvest,Harvest,1996-08-01,Main harvest 1996,,,,,,,,,Final Government Crop Production,,Crop Production,Area Harvested,Not Collected,,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854148,60647,68094,1636,617,crop:harvested,12669,46127,92,920955,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:harvested: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1996-12-31,"FEWS Agman Archive, Liberia",
2,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1995-12-01,1995-12-31,Main harvest,Harvest,1995-08-01,Main harvest 1995,,,,,,,,,Final Government Crop Production,,Crop Production,Area Harvested,Not Collected,,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854100,60646,68093,1636,617,crop:harvested,12669,46127,92,920955,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:harvested: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:35,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:54,Ad Hoc,1995-12-31,"FEWS Agman Archive, Liberia",
3,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1997-12-01,1997-12-31,Main harvest,Harvest,1997-08-01,Main harvest 1997,,,,,,,,,Final Government Crop Production,,Crop Production,Area Planted,Collected,1348.0,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854201,60648,68095,1636,617,crop:planted,12669,46127,92,920956,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1997-12-31,"FEWS Agman Archive, Liberia",
4,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1996-12-01,1996-12-31,Main harvest,Harvest,1996-08-01,Main harvest 1996,,,,,,,,,Final Government Crop Production,,Crop Production,Area Planted,Not Collected,,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854149,60647,68094,1636,617,crop:planted,12669,46127,92,920956,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1996-12-31,"FEWS Agman Archive, Liberia",
5,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1995-12-01,1995-12-31,Main harvest,Harvest,1995-08-01,Main harvest 1995,,,,,,,,,Final Government Crop Production,,Crop Production,Area Planted,Not Collected,,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854101,60646,68093,1636,617,crop:planted,12669,46127,92,920956,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:35,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:54,Ad Hoc,1995-12-31,"FEWS Agman Archive, Liberia",
6,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1997-12-01,1997-12-31,Main harvest,Harvest,1997-08-01,Main harvest 1997,,,,,,,,,Final Government Crop Production,,Crop Production,Quantity Produced,Collected,1840.0,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",t,Tonne,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854202,60648,68095,1636,617,crop:quantity,12669,46127,92,920957,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:quantity: Tonne",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1997-12-31,"FEWS Agman Archive, Liberia",
7,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1996-12-01,1996-12-31,Main harvest,Harvest,1996-08-01,Main harvest 1996,,,,,,,,,Final Government Crop Production,,Crop Production,Quantity Produced,Collected,200.0,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",t,Tonne,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854150,60647,68094,1636,617,crop:quantity,12669,46127,92,920957,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:quantity: Tonne",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1996-12-31,"FEWS Agman Archive, Liberia",
8,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1995-12-01,1995-12-31,Main harvest,Harvest,1995-08-01,Main harvest 1995,,,,,,,,,Final Government Crop Production,,Crop Production,Quantity Produced,Collected,1800.0,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",t,Tonne,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854102,60646,68093,1636,617,crop:quantity,12669,46127,92,920957,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:quantity: Tonne",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:35,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:54,Ad Hoc,1995-12-31,"FEWS Agman Archive, Liberia",
9,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1997-12-01,1997-12-31,Main harvest,Harvest,1997-08-01,Main harvest 1997,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,1.36,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",MT/ha,tonnes per hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854203,60648,68095,1636,617,crop:yield,12669,46127,92,920958,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1997-12-31,"FEWS Agman Archive, Liberia",
10,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1996-12-01,1996-12-31,Main harvest,Harvest,1996-08-01,Main harvest 1996,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Not Collected,,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",MT/ha,tonnes per hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854151,60647,68094,1636,617,crop:yield,12669,46127,92,920958,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1996-12-31,"FEWS Agman Archive, Liberia",
11,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bomi, Liberia",Bomi,LR1985A103,Liberia,Bomi,,,,,,1995-12-01,1995-12-31,Main harvest,Harvest,1995-08-01,Main harvest 1995,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Not Collected,,,,Rice (Paddy),LR,"Bomi, Liberia (01/01/1985 - 12/31/1999)",MT/ha,tonnes per hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854103,60646,68093,1636,617,crop:yield,12669,46127,92,920958,"FEWS Agman Archive, Liberia: Bomi, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:35,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:54,Ad Hoc,1995-12-31,"FEWS Agman Archive, Liberia",
12,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1997-12-01,1997-12-31,Main harvest,Harvest,1997-08-01,Main harvest 1997,,,,,,,,,Final Government Crop Production,,Crop Production,Area Harvested,Not Collected,,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854208,60648,68095,1636,617,crop:harvested,12670,46128,92,920959,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:harvested: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1997-12-31,"FEWS Agman Archive, Liberia",
13,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1996-12-01,1996-12-31,Main harvest,Harvest,1996-08-01,Main harvest 1996,,,,,,,,,Final Government Crop Production,,Crop Production,Area Harvested,Not Collected,,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854152,60647,68094,1636,617,crop:harvested,12670,46128,92,920959,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:harvested: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1996-12-31,"FEWS Agman Archive, Liberia",
14,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1995-12-01,1995-12-31,Main harvest,Harvest,1995-08-01,Main harvest 1995,,,,,,,,,Final Government Crop Production,,Crop Production,Area Harvested,Not Collected,,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854104,60646,68093,1636,617,crop:harvested,12670,46128,92,920959,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:harvested: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:35,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:54,Ad Hoc,1995-12-31,"FEWS Agman Archive, Liberia",
15,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1997-12-01,1997-12-31,Main harvest,Harvest,1997-08-01,Main harvest 1997,,,,,,,,,Final Government Crop Production,,Crop Production,Area Planted,Collected,32730.0,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854209,60648,68095,1636,617,crop:planted,12670,46128,92,920960,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1997-12-31,"FEWS Agman Archive, Liberia",
16,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1996-12-01,1996-12-31,Main harvest,Harvest,1996-08-01,Main harvest 1996,,,,,,,,,Final Government Crop Production,,Crop Production,Area Planted,Not Collected,,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854153,60647,68094,1636,617,crop:planted,12670,46128,92,920960,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1996-12-31,"FEWS Agman Archive, Liberia",
17,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1995-12-01,1995-12-31,Main harvest,Harvest,1995-08-01,Main harvest 1995,,,,,,,,,Final Government Crop Production,,Crop Production,Area Planted,Not Collected,,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854105,60646,68093,1636,617,crop:planted,12670,46128,92,920960,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:35,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:54,Ad Hoc,1995-12-31,"FEWS Agman Archive, Liberia",
18,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1997-12-01,1997-12-31,Main harvest,Harvest,1997-08-01,Main harvest 1997,,,,,,,,,Final Government Crop Production,,Crop Production,Quantity Produced,Collected,45500.0,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",t,Tonne,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854210,60648,68095,1636,617,crop:quantity,12670,46128,92,920961,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:quantity: Tonne",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1997-12-31,"FEWS Agman Archive, Liberia",
19,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1996-12-01,1996-12-31,Main harvest,Harvest,1996-08-01,Main harvest 1996,,,,,,,,,Final Government Crop Production,,Crop Production,Quantity Produced,Collected,28200.0,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",t,Tonne,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854154,60647,68094,1636,617,crop:quantity,12670,46128,92,920961,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:quantity: Tonne",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1996-12-31,"FEWS Agman Archive, Liberia",
20,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1995-12-01,1995-12-31,Main harvest,Harvest,1995-08-01,Main harvest 1995,,,,,,,,,Final Government Crop Production,,Crop Production,Quantity Produced,Collected,12100.0,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",t,Tonne,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854106,60646,68093,1636,617,crop:quantity,12670,46128,92,920961,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:quantity: Tonne",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:35,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:54,Ad Hoc,1995-12-31,"FEWS Agman Archive, Liberia",
21,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1997-12-01,1997-12-31,Main harvest,Harvest,1997-08-01,Main harvest 1997,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,1.39,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",MT/ha,tonnes per hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854211,60648,68095,1636,617,crop:yield,12670,46128,92,920962,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1997-12-31,"FEWS Agman Archive, Liberia",
22,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1996-12-01,1996-12-31,Main harvest,Harvest,1996-08-01,Main harvest 1996,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Not Collected,,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",MT/ha,tonnes per hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854155,60647,68094,1636,617,crop:yield,12670,46128,92,920962,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1996-12-31,"FEWS Agman Archive, Liberia",
23,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Bong, Liberia",Bong,LR1985A106,Liberia,Bong,,,,,,1995-12-01,1995-12-31,Main harvest,Harvest,1995-08-01,Main harvest 1995,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Not Collected,,,,Rice (Paddy),LR,"Bong, Liberia (01/01/1985 - 12/31/1999)",MT/ha,tonnes per hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854107,60646,68093,1636,617,crop:yield,12670,46128,92,920962,"FEWS Agman Archive, Liberia: Bong, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:35,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:54,Ad Hoc,1995-12-31,"FEWS Agman Archive, Liberia",
24,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Grand Bassa, Liberia",Grand Bassa,LR1985A109,Liberia,Grand Bassa,,,,,,1997-12-01,1997-12-31,Main harvest,Harvest,1997-08-01,Main harvest 1997,,,,,,,,,Final Government Crop Production,,Crop Production,Area Harvested,Not Collected,,,,Rice (Paddy),LR,"Grand Bassa, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854216,60648,68095,1636,617,crop:harvested,12671,46134,92,920963,"FEWS Agman Archive, Liberia: Grand Bassa, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:harvested: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1997-12-31,"FEWS Agman Archive, Liberia",
25,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Grand Bassa, Liberia",Grand Bassa,LR1985A109,Liberia,Grand Bassa,,,,,,1996-12-01,1996-12-31,Main harvest,Harvest,1996-08-01,Main harvest 1996,,,,,,,,,Final Government Crop Production,,Crop Production,Area Harvested,Not Collected,,,,Rice (Paddy),LR,"Grand Bassa, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854156,60647,68094,1636,617,crop:harvested,12671,46134,92,920963,"FEWS Agman Archive, Liberia: Grand Bassa, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:harvested: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:37,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:53,Ad Hoc,1996-12-31,"FEWS Agman Archive, Liberia",
26,Liberia,"Ministry of Agriculture, Liberia","FEWS NET Agro Maps, Liberia","Grand Bassa, Liberia",Grand Bassa,LR1985A109,Liberia,Grand Bassa,,,,,,1995-12-01,1995-12-31,Main harvest,Harvest,1995-08-01,Main harvest 1995,,,,,,,,,Final Government Crop Production,,Crop Production,Area Harvested,Not Collected,,,,Rice (Paddy),LR,"Grand Bassa, Liberia (01/01/1985 - 12/31/1999)",ha,hectare,R01132AA,"Rice, not husked, unspecified",Western Africa,West Africa,3854108,60646,68093,1636,617,crop:harvested,12671,46134,92,920963,"FEWS Agman Archive, Liberia: Grand Bassa, Liberia (From 01/01/1985): R01132AA - Rice (Paddy), unspecified: Main harvest: crop: crop:harvested: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2018-04-30T21:08:35,2018-04-30T21:08:55,2018-04-30T21:08:55,Published,2018-09-05T17:44:54,Ad Hoc,1995-12-31,"FEWS Agman Archive, Liberia",
